appid,name,release_date,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
654080,Der einzig wahre Auserwählte             ,2017-08-02,0,0,15,2,0,0
654090,High clear VR                             ,2017-06-28,0,0,34,8,0,0
654100,Rival Megagun                             ,2018-11-29,0,25,35,4,0,0
654110,Fisher Fans VR                            ,2017-07-31,0,0,1,1,0,0
654220,Flash Point: Fire Rescue                  ,2018-03-29,0,16,52,9,0,0
654240,Xenoslaive Overdrive                      ,2017-07-17,0,6,4,1,0,0
654250,Catacombs 1: Demon War                    ,2017-07-12,0,0,13,10,0,0
654260,旧手表 - Old Watch                     ,2017-12-20,0,8,395,67,0,0
654300,Darkest Hunters                           ,2017-09-27,0,12,26,27,0,0
654350,Cyber Utopia                              ,2017-06-16,0,0,30,22,0,0
654390,Dialogue: A Writer's Story                ,2017-09-20,0,39,2,1,0,0
654430,STATUS: INSANE                            ,2017-11-13,0,27,42,1,0,0
654440,Isotiles - Isometric Puzzle Game          ,2017-06-16,0,10,76,7,17,17
654470,Blood Waves                               ,2018-05-11,0,41,63,31,0,0
654520,Travel Riddles: Trip To Greece            ,2017-06-23,0,12,15,0,0,0
654550,Football Game                             ,2018-02-13,0,15,63,6,0,0
654570,History2048 - 3D puzzle number game       ,2017-06-16,0,0,14,9,0,0
654580,Senalux                                   ,2017-10-16,0,42,10,0,0,0
654600,PowBall Renaissance                       ,2017-08-01,0,20,14,2,0,0
654610,Mr. Dubstep                               ,2017-09-18,0,46,34,11,0,0
654620,Maniac GO                                 ,2017-06-29,0,0,48,3,0,0
654630,Dreamblaster                              ,2017-07-05,0,25,2,0,0,0
654640,7 Pillars                                 ,2017-06-20,0,0,3,1,0,0
654650,Elections Simulator 2018                  ,2018-03-17,0,8,6,8,0,0
654660,Pharmakon                                 ,2017-07-20,0,20,11,7,0,0
654670,RPS Runner                                ,2017-07-05,0,15,11,0,0,0
654680,Ziggurat 3D Chess                         ,2017-07-30,0,0,12,8,0,0
654690,Bermuda - Lost Survival                   ,2017-09-29,0,0,196,53,0,0
654700,Unearthing Process                        ,2017-10-05,0,17,3,5,0,0
654710,Ashes                                     ,2017-06-28,0,11,33,14,0,0
654740,STICK ENGINE                              ,2017-08-30,0,0,4,4,0,0
654750,Square x Square                           ,2017-09-06,0,17,14,3,0,0
654770,Ballway                                   ,2017-07-20,0,0,44,5,0,0
654800,Guts and Syringes                         ,2018-03-30,0,9,2,1,0,0
654810,A Snake's Tale                            ,2017-07-06,0,1,18,0,0,0
654820,Akin Vol 2                                ,2017-07-27,0,0,2,4,0,0
654840,I Want Toilet!!!!!!                       ,2017-08-11,0,0,6,6,0,0
654850,Masked Forces: Zombie Survival            ,2017-07-14,0,10,220,103,8,8
654880,Dream Daddy: A Dad Dating Simulator       ,2017-07-20,0,19,3049,373,230,230
654900,qop                                       ,2017-07-13,0,252,339,34,25,25
654910,YANKAI'S PEAK.                            ,2017-07-13,0,13,18,0,0,0
654920,SQR🔲 2                                 ,2017-07-07,0,16,9,9,0,0
654940,RXE                                       ,2017-07-21,0,2,1,3,0,0
654950,Labyrinth Escape                          ,2017-07-10,0,0,8,14,0,0
654980,Inferno Puzzle                            ,2017-06-30,0,0,9,17,0,0
654990,Dude Simulator                            ,2017-07-13,0,0,266,269,282,282
655000,Masked Forces 2: Mystic Demons            ,2017-09-14,0,35,31,12,0,0
655010,VODKA                                     ,2017-12-28,0,17,266,19,0,0
655020,Unreal Estate                             ,2017-06-16,0,12,26,10,0,0
655030,Simple Light Cycles                       ,2017-06-16,0,10,6,1,0,0
655040,Deltaplan Simulator                       ,2017-08-03,0,0,12,6,0,0
655080,Crazy Ball Adventures                     ,2017-07-20,0,6,102,17,0,0
655100,Oik 3                                     ,2017-11-09,0,604,205,29,78,95
655120,Space Hero Line                           ,2017-08-24,0,0,13,17,0,0
655140,Ropelike                                  ,2017-11-28,0,0,19,3,0,0
655150,Crazy Forest 2                            ,2019-01-14,0,0,0,4,0,0
655160,welcome to heaven                         ,2017-06-22,0,0,322,145,1,1
655170,Telepathy Zero                            ,2017-07-21,0,9,16,16,0,0
655180,ThinkAhead                                ,2017-07-13,0,0,4,3,0,0
655200,Arena                                     ,2017-08-01,0,10,4,0,0,0
655220,Freedom: A Time to Reckon                 ,2017-11-10,0,0,3,3,0,0
655250,Insectophobia : Episode 1                 ,2017-07-04,0,9,9,10,0,0
655270,EPONYMOUS                                 ,2017-10-30,0,0,23,7,0,0
655280,Ping                                      ,2017-07-04,0,0,16,3,2,2
655290,Escape The Pacific                        ,2018-02-23,0,0,139,89,0,0
655300,Boom-Bahh                                 ,2017-07-09,0,6,67,60,0,0
655310,Hard Man                                  ,2017-07-09,0,7,53,33,0,0
655360,Aftermath Y2K                             ,2017-07-10,0,10,2,1,0,0
655370,Train Bandit                              ,2017-10-12,0,12,31,1,0,0
655380,Dig Dog                                   ,2018-02-08,0,14,40,10,0,0
655420,Simple RTS                                ,2017-06-19,0,0,11,2,0,0
655430,Tiger Hunt                                ,2017-06-23,0,0,5,3,0,0
655440,Panzer Killer                             ,2017-06-28,0,0,1,3,0,0
655460,Hooligan Vasja: Halloween                 ,2017-07-08,0,24,16,27,0,0
655470,A Goo Adventure                           ,2017-07-13,0,270,15,14,1,1
655480,Solar Settlers                            ,2017-07-21,0,11,122,2,0,0
655490,Geneticognito                             ,2017-07-20,0,11,6,0,0,0
655550,NOKBAK                                    ,2017-08-29,0,0,189,84,3,3
655580,Micro Cosmic Worlds                       ,2017-07-20,0,0,4,1,0,0
655600,PHAT STACKS 2                             ,2017-08-15,0,33,0,2,0,0
655610,Horse Racing 2016                         ,2017-07-14,0,9,8,18,0,0
655620,Krieg                                     ,2017-09-22,0,0,21,4,1,1
655630,Paddle Battle                             ,2017-10-25,0,18,9,4,0,0
655640,HOCKEY SPACE                              ,2017-07-20,0,0,0,1,0,0
655660,Screaming Eagles                          ,2017-09-08,0,20,10,2,0,0
655700,F.E.X (Forced Evolution Experiment)       ,2017-08-24,0,11,3,36,0,0
655710,tick-hunter                               ,2017-07-13,0,0,3,9,0,0
655730,This Strange Realm Of Mine                ,2017-07-19,0,31,174,36,0,0
655760,Beast Mode: Night of the Werewolf         ,2017-06-22,0,20,15,7,0,0
655770,Crimson Gray                              ,2017-07-14,0,10,164,7,0,0
655780,Project 5: Sightseer                      ,2017-12-04,0,0,132,38,0,0
655790,Fly Simulator                             ,2017-07-16,0,13,123,77,757,757
655910,BULLET PARTY                              ,2017-07-31,0,36,46,2,0,0
655930,Merri Puzzle                              ,2017-06-22,0,50,11,26,0,0
655940,Elo Hell                                  ,2018-08-08,0,0,3,2,0,0
655950,Exocomets                                 ,2017-07-13,0,16,5,2,0,0
655980,Wonfourn                                  ,2018-06-15,0,0,2,8,0,0
656020,Beta Runner                               ,2017-07-25,0,12,4,0,0,0
656030,The Lost Legends of Redwall™ : The Scout,2018-09-14,0,53,46,21,0,0
656040,The Wolf's Bite                           ,2017-08-28,0,22,30,4,0,0
656060,SkiFy                                     ,2018-01-24,0,0,11,5,0,0
656090,Salty Fish Go!                            ,2017-10-10,0,19,738,72,178,178
656120,Fantasya Final Definitiva REMAKE          ,2017-09-14,0,0,93,5,0,0
656130,King Erik                                 ,2018-12-24,0,24,2,0,0,0
656140,PLANETS OF WAR                            ,2017-06-30,0,50,101,96,0,0
656180,VAULT OF HONOR                            ,2017-07-14,0,5000,30,56,0,0
656190,THE HOUCHI PLAY -THE 放置プレイ-     ,2017-07-30,0,0,11,1,0,0
656200,电竞俱�?部/ESports Club              ,2017-06-29,0,10,761,550,319,319
656210,ROMBY                                     ,2017-07-26,0,64,68,35,0,0
656220,Sorcerer's Dream                          ,2017-07-14,0,13,2,4,0,0
656240,Heat                                      ,2019-01-30,0,0,617,565,0,0
656260,APEX Tournament                           ,2018-02-09,0,0,7,2,0,0
656290,The Tritan Initiative                     ,2017-07-24,0,5000,25,48,0,0
656300,RD's Adventure Mini Golf                  ,2019-01-15,0,0,0,1,0,0
656310,Dracula's Library                         ,2017-07-13,0,5000,35,56,0,0
656320,Planet Protector VR                       ,2017-10-12,0,0,7,2,0,0
656330,Outpost L5                                ,2017-07-28,0,1,10,1,0,0
656360,BOUNCED                                   ,2017-07-16,0,17,4,3,0,0
656370,Warp Rider                                ,2017-07-11,0,5000,26,44,25324,25324
656380,Chicken Daddy                             ,2018-03-11,0,6,2,0,0,0
656400,Attrition: Tactical Fronts                ,2018-03-06,0,0,19,9,0,0
656440,Explomania                                ,2018-02-22,0,20,8,6,0,0
656450,Alien Hallway 2                           ,2017-10-05,0,22,42,16,0,0
656460,Vostok Inc.                               ,2017-07-26,0,45,43,28,0,0
656480,Hidden Animals: English - Spanish         ,2017-06-15,0,0,11,4,0,0
656490,Automobile Tycoon                         ,2018-09-04,0,0,17,12,0,0
656510,Epic Car Factory                          ,2018-04-09,0,27,29,26,0,0
656530,Pro Gamer Manager 2                       ,2017-10-05,0,0,31,136,0,0
656550,Shadow Bug                                ,2017-07-22,0,19,79,4,0,0
656560,Castaway Home Designer                    ,2017-07-15,0,0,7,6,0,0
656570,In the Raven Shadow – Ve stínu havrana ,2017-07-11,0,1,33,4,0,0
656580,Claws of Furry                            ,2018-09-04,0,10,9,5,0,0
656600,Slash It Ultimate                         ,2017-07-14,0,526,186,66,0,0
656610,Red Wake Carnage                          ,2017-08-31,0,2516,35,62,48,48
656620,Circuit Warz                              ,2017-07-04,0,0,7,6,0,0
656630,Dead of Night                             ,2017-07-13,0,19,5,1,0,0
656660,Fantasy Mosaics 15: Ancient Land          ,2017-07-03,0,0,6,0,0,0
656680,Bomb Defense                              ,2017-07-05,0,28,17,68,0,0
656690,Medieval Steve                            ,2018-09-20,0,25,7,2,0,0
656700,RICO                                      ,2019-03-14,0,21,166,53,0,0
656710,Dark Snow                                 ,2017-12-29,0,0,21,17,0,0
656730,Block Robot Mini Survival Game            ,2017-07-07,0,0,0,6,0,0
656740,Cosmonator                                ,2019-01-21,0,25,28,1,0,0
656780,Bullyparade - DER Spiel                   ,2017-08-10,0,0,4,10,0,0
656790,Hope for love                             ,2017-07-19,0,0,2,13,0,0
656880,Cybercube                                 ,2017-10-10,0,85,41,7,0,0
656890,Jewel Venture                             ,2017-08-02,0,0,3,3,0,0
656900,RHEM I SE: The Mysterious Land            ,2017-07-27,0,0,12,3,0,0
656910,Space Hit                                 ,2017-06-30,0,0,4,2,0,0
656940,The Theodore Adventures                   ,2017-07-20,0,0,5,2,0,0
656970,MagiCat                                   ,2017-08-22,0,24,89,5,0,0
657010,Lucky Night: Texas Hold'em VR             ,2017-07-26,0,0,139,24,0,0
657020,Save Dash                                 ,2017-10-13,12,0,3,0,0,0
657040,The Myth Seekers: The Legacy of Vulcan    ,2017-08-10,0,18,38,9,0,0
657050,Humanity Must Perish                      ,2017-09-25,0,8,107,21,0,0
657070,Dream Hills: Captured Magic               ,2017-11-07,0,0,28,8,0,0
657090,Robothorium: Sci-fi Dungeon Crawler       ,2019-01-31,0,16,158,43,161,161
657110,2 Planets Fire and Ice                    ,2017-08-07,0,0,8,6,0,0
657120,Flix and Chill 2: Millennials             ,2017-07-18,0,23,31,7,0,0
657180,The Adliberum Engine (ADLENGINE)          ,2017-06-23,0,0,6,1,0,0
657200,Hand Simulator                            ,2017-07-18,0,69,9792,2665,169,89
657230,Spirit of the Ancient Forest              ,2017-07-20,0,0,6,19,0,0
657240,Tracks - The Toy Train Set Game           ,2017-09-28,0,0,368,27,0,0
657260,救�?�(SHE SAVE)                          ,2017-07-14,0,10,33,7,0,0
657280,Rytmik Studio                             ,2017-11-15,0,2,66,6,38,38
657290,Blind Men                                 ,2017-07-25,0,10,29,5,0,0
657300,Party Crashers                            ,2018-10-03,0,54,7,0,0,0
657320,Reverse Fantasy Legend 逆袭幻想传    ,2017-11-23,0,27,18,12,0,0
657400,Mimic Hunter                              ,2018-01-23,0,28,2,4,0,0
657410,Electronics Circuits Simulator            ,2017-07-06,0,0,9,6,0,0
657440,Burn It Down                              ,2017-08-03,0,14,40,10,0,0
657470,Take Off - The Flight Simulator           ,2017-10-10,0,16,24,32,0,0
657500,Hold the Line: The American Revolution    ,2017-08-18,0,0,2,4,0,0
657530,Impresja                                  ,2017-07-27,0,0,16,5,0,0
657550,quadrantica                               ,2018-04-06,0,9,3,0,0,0
657560,Dodgeball                                 ,2017-08-04,0,0,6,3,0,0
657590,Grav Blazer                               ,2017-07-17,0,1,36,28,2,2
657630,Fidget Spinner                            ,2017-09-06,0,1,360,74,28,28
657690,The Caribbean Sail                        ,2017-09-19,0,29,122,12,0,0
657700,The Automatician                          ,2017-07-23,0,4,11,5,0,0
657740,Ballistic Attack                          ,2017-07-18,0,11,138,42,0,0
657770,Hell Quest                                ,2017-07-18,0,12,31,35,0,0
657780,Rome Circus Maximus: Chariot Race VR      ,2017-09-26,0,0,2,3,0,0
657790,Defense of Roman Britain                  ,2017-07-21,0,0,15,8,0,0
657810,Blessed Surface                           ,2019-02-27,0,31,12,7,0,0
657900,Kimulator 2: The Bottle Flip Master       ,2017-07-03,0,31,41,11,0,0
657930,Spartaga                                  ,2017-08-28,0,47,36,1,0,0
657990,Crafting Dead                             ,2017-08-18,0,0,49,42,0,0
658050,The Dragons' Twilight                     ,2017-07-24,0,0,22,1,0,0
658060,Valentine Panic                           ,2017-10-13,0,15,16,4,0,0
658120,Mad Sector                                ,2017-07-13,0,0,10,7,0,0
658140,Sakura Sakura                             ,2018-11-19,0,17,12,1,0,0
658150,Skeleton Boomerang                        ,2017-07-31,0,15,34,0,0,0
658160,ClickRaid                                 ,2017-10-20,0,130,227,41,0,0
658210,Mega Maze                                 ,2017-06-23,0,14,3,0,0,0
658230,Chambered                                 ,2017-07-19,0,6,13,1,0,0
658250,Xtrike                                    ,2017-08-26,0,0,0,1,0,0
658260,BLUE REFLECTION / BLUE REFLECTION　幻�?�,2017-09-26,0,47,356,84,0,0
658330,Triplicity                                ,2018-03-09,0,17,18,1,0,0
658390,Tunnel Runner VR                          ,2017-07-10,0,0,0,1,0,0
658400,Baseball Mogul 2017                       ,2017-08-08,0,0,8,1,0,0
658420,Agents of Aggro City Online               ,2018-01-05,0,35,3,6,0,0
658430,Professor Watts Word Search: Into The Ocea,2017-07-16,0,5000,16,9,0,0
658450,Lil' Blue Buddy                           ,2017-06-26,0,0,2,2,0,0
658470,Mini Battlegrounds                        ,2018-08-20,0,0,328,162,4,4
658490,Drive Isle                                ,2017-08-15,0,5,46,23,0,0
658500,Ultra Space Battle Brawl                  ,2018-10-04,0,12,12,0,0,0
658510,Dark Eden Origin                          ,2017-08-17,0,0,22,42,0,0
